sep=;
Time of day;Time (s);LabSmith_4AM01:  1:P23037 (kPa); 1:Comp. Temp (C); 2:P23038 (kPa); 2:Comp. Temp (C);
13:18:06;22.375;54.045;24.258;33.859;24.890;
13:18:06;22.875;52.031;24.258;33.346;24.890;
13:18:07;23.39;54.631;24.258;35.458;24.890;
13:18:07;23.89;55.236;24.258;35.449;24.890;
13:18:08;24.39;52.823;24.256;33.095;24.889;
13:18:08;24.906;52.709;24.256;32.710;24.889;
13:18:09;25.406;53.436;24.260;34.614;24.894;
13:18:09;25.922;53.747;24.260;34.544;24.894;
13:18:10;26.422;53.171;24.259;33.587;24.892;
13:18:10;26.937;54.081;24.259;34.342;24.892;
13:18:11;27.437;54.413;24.259;34.311;24.892;
13:18:11;27.953;53.987;24.259;33.999;24.892;
13:18:12;28.453;54.495;24.263;35.140;24.898;
13:18:12;28.968;53.327;24.263;34.573;24.898;
13:18:13;29.468;53.445;24.263;33.324;24.898;
13:18:13;29.968;52.599;24.263;32.599;24.898;
13:18:14;30.484;53.990;24.263;34.605;24.898;
13:18:14;30.984;54.153;24.263;34.650;24.898;
13:18:15;31.5;54.110;24.266;35.390;24.902;
13:18:15;32;54.511;24.266;35.679;24.902;
13:18:16;32.515;51.145;24.267;32.715;24.904;
13:18:16;33.015;50.658;24.267;32.459;24.904;
13:18:17;33.531;52.908;24.269;34.667;24.907;
13:18:17;34.031;51.146;24.269;32.654;24.907;
13:18:18;34.547;51.565;24.269;33.249;24.907;
13:18:18;35.047;50.580;24.269;32.725;24.907;
13:18:19;35.547;54.709;24.269;35.185;24.907;
13:18:19;36.062;53.806;24.272;34.878;24.909;
13:18:20;36.562;52.807;24.272;33.434;24.909;
13:18:20;37.078;50.575;24.273;32.010;24.911;
13:18:21;37.593;52.065;24.273;33.728;24.911;
13:18:21;38.093;52.502;24.273;34.349;24.911;
13:18:22;38.593;53.321;24.273;33.455;24.911;
13:18:22;39.109;52.964;24.275;32.915;24.913;
13:18:23;39.609;53.061;24.275;34.322;24.913;
13:18:23;40.125;53.162;24.275;34.501;24.917;
13:18:24;40.625;52.212;24.275;32.924;24.917;
13:18:24;41.14;52.333;24.278;32.585;24.919;
13:18:25;41.64;53.111;24.278;34.168;24.919;
13:18:25;42.156;52.017;24.278;33.883;24.919;
13:18:26;42.656;53.353;24.278;33.754;24.919;
13:18:26;43.156;53.651;24.277;33.688;24.918;
13:18:27;43.672;53.045;24.277;33.034;24.918;
13:18:27;44.172;51.242;24.280;32.923;24.922;
13:18:28;44.672;53.442;24.280;35.086;24.922;
13:18:29;45.187;52.572;24.280;34.501;24.922;
13:18:29;45.703;50.072;24.280;31.980;24.922;
13:18:30;46.203;50.953;24.279;33.264;24.921;
13:18:30;46.718;52.655;24.279;34.653;24.921;
13:18:31;47.218;53.627;24.284;35.180;24.925;
13:18:31;47.718;53.563;24.284;33.949;24.925;
13:18:32;48.234;52.543;24.284;33.137;24.925;
13:18:32;48.75;53.049;24.284;34.335;24.925;
13:18:33;49.25;52.444;24.284;34.278;24.924;
13:18:33;49.75;52.002;24.284;32.534;24.924;
13:18:34;50.265;49.912;24.288;32.302;24.930;
13:18:34;50.765;52.872;24.288;34.402;24.930;
13:18:35;51.281;52.696;24.287;34.470;24.930;
13:18:35;51.781;53.775;24.287;34.800;24.930;
13:18:36;52.281;53.669;24.287;34.430;24.930;
13:18:36;52.797;50.722;24.287;33.250;24.930;
13:18:37;53.297;52.151;24.287;33.803;24.933;
13:18:37;53.812;50.967;24.287;31.843;24.933;
13:18:38;54.312;51.639;24.287;32.453;24.934;
13:18:38;54.828;51.697;24.287;33.702;24.934;
13:18:39;55.328;52.881;24.287;34.185;24.934;
13:18:39;55.828;49.903;24.287;32.655;24.934;
13:18:40;56.343;52.469;24.287;32.926;24.936;
13:18:40;56.843;53.233;24.287;34.695;24.936;
13:18:41;57.359;52.186;24.285;34.586;24.933;
13:18:41;57.859;51.381;24.285;32.576;24.933;
13:18:42;58.375;50.787;24.282;33.109;24.934;
13:18:42;58.875;52.318;24.282;34.490;24.934;
13:18:43;59.39;53.149;24.282;34.812;24.934;
13:18:43;59.89;53.096;24.282;33.662;24.934;
13:18:44;60.406;52.930;24.283;33.357;24.937;
13:18:44;60.906;53.950;24.283;34.538;24.937;
13:18:45;61.406;52.168;24.275;34.272;24.939;
13:18:45;61.922;48.846;24.275;32.287;24.939;
13:18:46;62.422;50.573;24.275;33.190;24.939;
13:18:46;62.937;52.246;24.275;33.130;24.939;
13:18:47;63.437;51.809;24.275;32.882;24.939;
13:18:47;63.937;53.601;24.285;34.192;24.943;
13:18:48;64.453;52.346;24.285;34.002;24.943;
13:18:48;64.953;52.637;24.282;33.686;24.945;
13:18:49;65.453;50.742;24.282;31.950;24.945;
13:18:49;65.968;51.655;24.291;33.598;24.946;
13:18:50;66.468;52.598;24.291;32.996;24.946;
13:18:50;66.968;51.112;24.291;32.062;24.946;
13:18:51;67.484;50.234;24.291;32.878;24.946;
13:18:51;68;53.063;24.297;34.519;24.949;
13:18:52;68.5;53.383;24.297;34.990;24.949;
13:18:52;69.015;53.070;24.301;33.632;24.949;
13:18:53;69.515;53.319;24.301;33.376;24.949;
13:18:53;70.015;51.627;24.301;33.864;24.949;
13:18:54;70.531;52.226;24.301;33.522;24.949;
13:18:54;71.031;52.016;24.306;33.719;24.952;
13:18:55;71.547;50.158;24.306;32.699;24.952;
13:18:55;72.047;53.146;24.308;34.700;24.951;
13:18:56;72.562;53.572;24.308;34.828;24.951;
13:18:56;73.062;53.574;24.313;33.923;24.954;
13:18:57;73.578;53.075;24.313;33.282;24.954;
13:18:57;74.078;52.243;24.313;34.293;24.954;
13:18:58;74.578;52.008;24.313;33.283;24.954;
13:18:58;75.093;51.480;24.313;32.230;24.951;
13:18:59;75.609;52.260;24.313;33.971;24.951;
13:18:59;76.109;53.151;24.318;34.547;24.954;
13:19:00;76.609;53.440;24.318;35.132;24.954;
13:19:00;77.125;52.908;24.318;33.524;24.954;
13:19:01;77.625;50.247;24.318;32.539;24.954;
13:19:01;78.14;52.346;24.317;34.523;24.953;
13:19:02;78.64;51.700;24.317;32.609;24.953;
13:19:02;79.156;50.262;24.322;32.829;24.956;
13:19:03;79.672;52.133;24.322;33.830;24.956;
13:19:03;80.172;52.491;24.320;33.140;24.952;
13:19:04;80.672;52.838;24.320;33.273;24.952;
13:19:05;81.187;52.557;24.320;34.108;24.952;
13:19:05;81.687;52.645;24.320;34.099;24.952;
13:19:06;82.203;49.926;24.325;32.105;24.955;
13:19:06;82.703;52.374;24.325;33.767;24.955;
13:19:07;83.218;52.444;24.322;33.497;24.951;
13:19:07;83.718;52.825;24.322;33.381;24.951;
13:19:08;84.218;50.901;24.322;33.204;24.951;
13:19:08;84.734;51.203;24.322;33.404;24.951;
13:19:09;85.25;53.844;24.330;34.364;24.952;
13:19:09;85.75;53.160;24.330;33.793;24.952;
13:19:10;86.265;51.871;24.325;33.627;24.949;
13:19:10;86.765;52.054;24.325;34.079;24.949;
13:19:11;87.265;49.511;24.325;31.931;24.949;
13:19:11;87.765;50.382;24.325;32.089;24.949;
13:19:12;88.281;52.998;24.336;34.707;24.951;
13:19:12;88.781;53.259;24.336;34.632;24.951;
13:19:13;89.297;54.622;24.327;34.654;24.945;
13:19:13;89.797;53.261;24.327;33.797;24.945;
13:19:14;90.312;53.375;24.339;34.495;24.946;
13:19:14;90.812;52.455;24.339;34.178;24.946;
13:19:15;91.312;49.678;24.339;31.898;24.946;
13:19:15;91.828;53.235;24.339;34.214;24.946;
13:19:16;92.328;53.198;24.322;34.234;24.943;
13:19:16;92.843;53.436;24.322;33.816;24.943;
13:19:17;93.343;53.433;24.330;33.310;24.944;
13:19:17;93.843;52.300;24.330;32.994;24.944;
13:19:18;94.359;53.455;24.330;34.381;24.944;
13:19:18;94.859;50.243;24.321;31.987;24.942;
13:19:19;95.359;52.216;24.321;34.299;24.942;
13:19:19;95.875;51.838;24.321;32.968;24.942;
13:19:20;96.375;49.679;24.321;32.436;24.942;
13:19:20;96.875;52.352;24.333;33.993;24.941;
13:19:21;97.39;53.382;24.333;34.586;24.941;
13:19:21;97.89;52.709;24.327;33.190;24.939;
13:19:22;98.406;53.062;24.327;34.084;24.939;
13:19:22;98.906;51.649;24.327;33.932;24.939;
13:19:23;99.422;48.880;24.327;31.363;24.939;
13:19:23;99.922;48.396;24.335;31.649;24.939;
13:19:24;100.437;51.215;24.335;32.479;24.939;
13:19:24;100.937;52.628;24.337;33.383;24.937;
13:19:25;101.453;53.238;24.337;34.460;24.937;
13:19:25;101.968;53.437;24.337;34.593;24.937;
13:19:26;102.468;51.686;24.337;32.778;24.937;
13:19:26;102.984;50.819;24.336;33.064;24.929;
13:19:27;103.484;51.489;24.336;33.821;24.929;
13:19:27;103.984;51.114;24.345;32.138;24.932;
13:19:28;104.5;51.486;24.345;33.412;24.932;
13:19:28;105.015;52.625;24.337;33.905;24.931;
13:19:29;105.515;51.324;24.337;32.207;24.931;
13:19:29;106.015;50.299;24.337;32.289;24.931;
13:19:30;106.531;52.106;24.337;34.002;24.931;
13:19:30;107.031;50.900;24.339;32.505;24.935;
13:19:31;107.547;52.655;24.339;33.727;24.935;
13:19:31;108.047;51.520;24.330;34.099;24.936;
13:19:32;108.547;49.595;24.330;31.432;24.936;
13:19:32;109.062;51.684;24.330;33.645;24.936;
13:19:33;109.562;52.149;24.330;34.163;24.936;
13:19:33;110.078;53.616;24.341;34.157;24.941;
13:19:34;110.578;50.575;24.341;32.468;24.941;
13:19:34;111.078;52.837;24.341;34.502;24.944;
13:19:35;111.593;51.752;24.341;32.611;24.944;
13:19:35;112.093;50.437;24.345;31.747;24.945;
13:19:36;112.593;51.408;24.345;33.441;24.945;
13:19:36;113.109;52.544;24.345;34.039;24.945;
13:19:37;113.609;50.226;24.345;31.995;24.945;
13:19:37;114.125;50.865;24.353;32.436;24.949;
13:19:38;114.625;52.653;24.353;34.301;24.949;
13:19:38;115.125;53.568;24.348;35.050;24.946;
13:19:39;115.64;51.731;24.348;33.973;24.946;
13:19:39;116.14;52.588;24.348;33.548;24.946;
13:19:40;116.64;49.453;24.348;32.355;24.946;
13:19:40;117.156;50.674;24.359;33.080;24.948;
13:19:41;117.656;50.447;24.359;31.805;24.948;
13:19:41;118.172;52.040;24.341;33.777;24.946;
13:19:42;118.672;52.162;24.341;33.748;24.946;
13:19:42;119.172;50.483;24.350;32.167;24.951;
13:19:43;119.687;52.001;24.350;33.084;24.951;
13:19:44;120.187;51.094;24.350;32.276;24.951;
13:19:44;120.687;50.559;24.350;32.769;24.951;
13:19:45;121.187;50.485;24.350;33.214;24.951;
13:19:45;121.703;48.804;24.343;31.014;24.950;
13:19:46;122.203;49.402;24.343;32.281;24.950;
13:19:46;122.718;51.317;24.352;33.709;24.951;
13:19:47;123.218;52.713;24.352;34.649;24.951;
13:19:47;123.718;49.614;24.352;32.561;24.951;
13:19:48;124.218;51.627;24.352;33.889;24.951;
13:19:48;124.734;47.933;24.353;31.180;24.953;
13:19:49;125.234;47.077;24.353;30.889;24.953;
13:19:49;125.75;49.042;24.354;30.921;24.953;
13:19:50;126.25;49.264;24.354;32.320;24.953;
13:19:50;126.75;52.336;24.363;33.639;24.954;
13:19:51;127.25;52.065;24.363;33.448;24.954;
13:19:51;127.765;50.830;24.363;32.363;24.954;
13:19:52;128.265;51.534;24.363;33.799;24.954;
13:19:52;128.765;48.657;24.356;31.318;24.950;
13:19:53;129.281;51.389;24.356;32.892;24.950;
13:19:53;129.781;50.164;24.366;31.473;24.953;
13:19:54;130.297;48.628;24.366;31.273;24.953;
13:19:54;130.797;51.596;24.366;33.587;24.953;
13:19:55;131.297;52.393;24.366;34.293;24.953;
13:19:55;131.812;51.619;24.348;32.375;24.950;
13:19:56;132.312;51.446;24.348;33.657;24.950;
13:19:56;132.828;50.171;24.355;31.355;24.952;
13:19:57;133.328;50.958;24.355;32.891;24.952;
13:19:57;133.828;50.096;24.347;31.557;24.952;
13:19:58;134.328;49.828;24.347;31.286;24.952;
13:19:58;134.843;50.759;24.347;33.383;24.952;
13:19:59;135.343;51.572;24.347;34.159;24.952;
13:19:59;135.859;52.054;24.355;32.781;24.952;
13:20:00;136.359;52.399;24.355;33.888;24.952;
13:20:00;136.859;51.514;24.351;32.412;24.952;
13:20:01;137.375;51.620;24.351;33.138;24.952;
13:20:01;137.875;49.192;24.351;31.386;24.952;
13:20:02;138.375;47.507;24.356;30.858;24.951;
13:20:02;138.89;50.723;24.356;33.195;24.951;
13:20:03;139.39;51.398;24.356;32.689;24.951;
13:20:03;139.906;52.253;24.356;32.989;24.951;
13:20:04;140.406;49.896;24.356;32.326;24.953;
13:20:04;140.906;52.766;24.356;34.044;24.953;
13:20:05;141.406;50.900;24.356;32.006;24.949;
13:20:05;141.922;50.623;24.356;33.334;24.949;
13:20:06;142.422;52.147;24.356;33.238;24.949;
13:20:06;142.937;51.569;24.356;32.635;24.949;
13:20:07;143.437;53.502;24.360;34.808;24.950;
13:20:07;143.953;54.011;24.360;34.937;24.950;
13:20:08;144.453;53.929;24.356;34.872;24.949;
13:20:08;144.953;52.093;24.356;33.141;24.949;
13:20:09;145.468;52.626;24.356;34.133;24.949;
13:20:09;145.968;51.334;24.356;32.430;24.949;
13:20:10;146.484;48.738;24.364;31.448;24.950;
13:20:10;146.984;52.459;24.364;33.832;24.950;
13:20:11;147.484;52.499;24.355;34.366;24.945;
13:20:11;148;52.390;24.355;33.083;24.945;
13:20:12;148.5;52.405;24.363;33.672;24.945;
13:20:12;149.015;52.938;24.363;34.442;24.945;
13:20:13;149.515;52.014;24.363;33.743;24.945;
13:20:13;150.015;50.390;24.363;31.995;24.945;
13:20:14;150.531;49.855;24.345;32.752;24.941;
13:20:14;151.047;50.070;24.345;32.805;24.941;
13:20:15;151.547;51.996;24.350;33.805;24.942;
13:20:15;152.047;52.627;24.350;33.795;24.942;
13:20:16;152.562;51.898;24.350;34.025;24.942;
13:20:16;153.078;52.642;24.350;34.189;24.942;
13:20:17;153.578;51.799;24.339;33.381;24.940;
13:20:17;154.078;50.626;24.339;32.670;24.940;
13:20:18;154.593;49.576;24.347;31.125;24.938;
13:20:18;155.093;49.900;24.347;32.534;24.938;
13:20:19;155.609;51.098;24.338;33.145;24.937;
13:20:19;156.109;52.317;24.338;33.352;24.937;
13:20:20;156.625;50.761;24.338;33.172;24.937;
13:20:20;157.125;52.519;24.338;34.124;24.937;
13:20:21;157.64;48.932;24.343;31.446;24.937;
13:20:21;158.14;49.610;24.343;32.450;24.937;
13:20:22;158.64;48.458;24.341;31.820;24.935;
13:20:22;159.156;51.258;24.341;32.907;24.935;
13:20:23;159.656;51.769;24.341;32.636;24.935;
13:20:23;160.172;51.813;24.341;32.926;24.935;
13:20:24;160.672;51.782;24.339;33.645;24.932;
13:20:24;161.187;53.307;24.339;34.483;24.932;
13:20:25;161.687;50.852;24.338;32.397;24.931;
13:20:26;162.203;49.182;24.338;32.110;24.931;
13:20:26;162.703;50.071;24.332;31.891;24.924;
13:20:27;163.203;50.278;24.332;31.595;24.924;
13:20:27;163.718;51.838;24.332;33.529;24.924;
13:20:28;164.234;52.641;24.332;34.466;24.924;
13:20:28;164.734;53.339;24.333;34.031;24.923;
13:20:29;165.234;52.812;24.333;33.544;24.923;
13:20:29;165.75;51.128;24.333;32.468;24.923;
13:20:30;166.25;51.888;24.326;33.196;24.918;
13:20:30;166.765;48.437;24.326;30.924;24.918;
13:20:31;167.265;51.096;24.326;33.373;24.918;
13:20:31;167.781;51.829;24.326;33.132;24.918;
13:20:32;168.281;51.507;24.327;32.310;24.917;
13:20:32;168.797;52.215;24.327;32.824;24.917;
13:20:33;169.312;53.103;24.323;34.721;24.910;
13:20:33;169.812;53.632;24.323;34.971;24.910;
13:20:34;170.312;50.929;24.322;32.169;24.911;
13:20:34;170.828;51.326;24.322;33.374;24.911;
13:20:35;171.328;51.117;24.322;32.457;24.911;
13:20:35;171.843;49.042;24.322;32.307;24.911;
13:20:36;172.343;52.297;24.321;33.834;24.905;
13:20:36;172.859;52.943;24.321;34.507;24.905;
13:20:37;173.359;53.786;24.319;35.014;24.904;
13:20:37;173.875;52.757;24.319;33.341;24.904;
13:20:38;174.375;52.630;24.319;34.158;24.904;
13:20:38;174.89;50.573;24.319;32.174;24.904;
13:20:39;175.39;49.935;24.321;33.013;24.901;
13:20:39;175.906;50.992;24.321;32.728;24.901;
13:20:40;176.406;49.683;24.315;32.607;24.901;
13:20:40;176.906;52.499;24.315;33.635;24.901;
13:20:41;177.422;52.553;24.315;34.667;24.901;
13:20:41;177.922;52.320;24.315;33.866;24.901;
13:20:42;178.437;51.058;24.320;33.487;24.897;
13:20:42;178.953;51.237;24.320;33.340;24.897;
13:20:43;179.453;50.842;24.313;32.901;24.896;
13:20:43;179.968;50.106;24.313;32.921;24.896;
13:20:44;180.468;51.328;24.320;32.626;24.895;
13:20:44;180.984;51.938;24.320;32.943;24.895;
13:20:45;181.484;53.075;24.320;34.782;24.895;
13:20:45;182;51.286;24.320;33.750;24.895;
13:20:46;182.515;50.275;24.313;32.199;24.893;
13:20:46;183.015;49.498;24.313;32.479;24.893;
13:20:47;183.531;51.943;24.320;32.987;24.891;
13:20:47;184.031;49.639;24.320;31.490;24.891;
13:20:48;184.547;50.192;24.320;32.878;24.891;
13:20:48;185.047;51.706;24.320;34.221;24.891;
13:20:49;185.562;53.143;24.317;33.816;24.892;
13:20:49;186.062;52.171;24.317;33.259;24.892;
13:20:50;186.578;51.689;24.319;33.840;24.889;
13:20:50;187.078;50.360;24.319;32.058;24.889;
13:20:51;187.593;50.677;24.319;32.834;24.889;
13:20:51;188.093;50.322;24.319;31.836;24.889;
13:20:52;188.609;49.562;24.320;32.572;24.890;
13:20:52;189.109;51.440;24.320;33.543;24.890;
13:20:53;189.625;53.295;24.319;34.702;24.885;
13:20:53;190.125;52.979;24.319;33.717;24.885;
13:20:54;190.64;50.615;24.324;33.138;24.887;
13:20:54;191.14;51.340;24.324;33.653;24.887;
13:20:55;191.656;48.125;24.324;31.709;24.887;
13:20:55;192.156;50.793;24.324;32.960;24.887;
13:20:56;192.656;50.582;24.319;31.616;24.882;
13:20:56;193.172;50.305;24.319;31.991;24.882;
13:20:57;193.672;53.324;24.327;34.554;24.881;
13:20:57;194.172;53.844;24.327;34.889;24.881;
13:20:58;194.687;52.226;24.327;33.168;24.881;
13:20:59;195.187;50.658;24.327;32.514;24.881;
13:20:59;195.703;51.905;24.317;33.072;24.875;
13:21:00;196.203;47.972;24.317;31.289;24.875;
13:21:00;196.718;51.058;24.326;33.538;24.874;
13:21:01;197.218;50.462;24.326;31.866;24.874;
13:21:01;197.734;51.628;24.308;33.663;24.869;
13:21:02;198.234;52.304;24.308;34.115;24.869;
13:21:02;198.734;52.009;24.308;33.055;24.869;
13:21:03;199.25;50.323;24.308;32.886;24.869;
13:21:03;199.75;50.409;24.312;31.867;24.867;
13:21:04;200.265;50.023;24.312;32.288;24.867;
13:21:04;200.765;49.736;24.302;31.181;24.865;
13:21:05;201.281;48.973;24.302;31.207;24.865;
13:21:05;201.781;51.378;24.302;33.764;24.865;
13:21:06;202.281;52.452;24.302;34.175;24.865;
13:21:06;202.797;49.420;24.309;31.738;24.862;
13:21:07;203.312;50.971;24.309;33.156;24.862;
13:21:07;203.812;47.772;24.304;31.400;24.860;
13:21:08;204.328;48.952;24.304;32.448;24.860;
13:21:08;204.828;48.329;24.307;31.723;24.856;
13:21:09;205.328;49.733;24.307;32.477;24.856;
13:21:09;205.843;50.727;24.307;32.008;24.856;
13:21:10;206.343;52.095;24.307;33.725;24.856;
13:21:10;206.859;50.888;24.311;33.122;24.855;
13:21:11;207.359;49.560;24.311;31.247;24.855;
13:21:11;207.875;50.349;24.305;31.924;24.851;
13:21:12;208.375;47.956;24.305;30.599;24.851;
13:21:12;208.89;47.141;24.305;30.298;24.851;
13:21:13;209.39;46.054;24.305;30.363;24.851;
13:21:13;209.906;49.605;24.314;31.413;24.849;
13:21:14;210.406;49.659;24.314;31.353;24.849;
13:21:14;210.922;51.233;24.297;33.256;24.842;
13:21:15;211.422;50.271;24.297;33.159;24.842;
13:21:15;211.937;50.523;24.297;32.455;24.842;
13:21:16;212.437;49.899;24.297;31.768;24.842;
13:21:16;212.953;48.614;24.301;31.875;24.842;
13:21:17;213.453;48.992;24.301;31.178;24.842;
13:21:17;213.968;50.072;24.290;32.297;24.839;
13:21:18;214.468;49.562;24.290;32.523;24.839;
13:21:18;214.968;49.520;24.298;31.287;24.838;
13:21:19;215.484;48.860;24.298;31.529;24.838;
13:21:19;215.984;47.781;24.298;31.458;24.838;
13:21:20;216.5;48.892;24.298;31.815;24.838;
13:21:20;217;48.994;24.291;31.628;24.837;
13:21:21;217.5;48.109;24.291;30.366;24.837;
13:21:21;218.015;48.419;24.295;31.583;24.833;
13:21:22;218.515;48.692;24.295;30.795;24.833;
13:21:22;219.031;48.830;24.295;31.763;24.833;
13:21:23;219.531;50.269;24.295;32.313;24.833;
13:21:23;220.047;49.127;24.296;32.004;24.832;
13:21:24;220.547;49.473;24.296;31.830;24.832;
13:21:24;221.047;48.116;24.292;31.207;24.825;
13:21:25;221.562;48.273;24.292;30.451;24.825;
13:21:25;222.062;47.474;24.299;31.498;24.825;
13:21:26;222.578;47.199;24.299;29.978;24.825;
13:21:26;223.078;48.421;24.299;31.579;24.825;
13:21:27;223.578;48.191;24.299;30.303;24.825;
13:21:27;224.093;48.618;24.299;31.507;24.825;
13:21:28;224.593;46.777;24.288;29.941;24.820;
13:21:28;225.109;49.330;24.288;32.186;24.820;
13:21:29;225.625;49.115;24.295;31.752;24.820;
13:21:29;226.125;48.496;24.295;31.765;24.820;
13:21:30;226.64;46.313;24.295;29.897;24.820;
13:21:30;227.14;49.640;24.295;32.662;24.820;
13:21:31;227.656;49.714;24.276;32.405;24.816;
13:21:31;228.156;48.939;24.276;31.968;24.816;
13:21:32;228.672;48.670;24.281;30.960;24.817;
13:21:32;229.172;48.638;24.281;31.970;24.817;
13:21:33;229.687;45.010;24.281;29.609;24.817;
13:21:34;230.187;46.624;24.281;29.459;24.817;
13:21:34;230.703;47.186;24.270;30.606;24.812;
13:21:35;231.203;45.401;24.270;29.392;24.812;
13:21:35;231.703;46.421;24.278;30.239;24.810;
13:21:36;232.218;46.690;24.278;30.167;24.810;
13:21:36;232.718;45.226;24.269;29.482;24.807;
13:21:37;233.218;46.796;24.269;30.015;24.807;
13:21:37;233.734;46.615;24.269;30.174;24.807;
13:21:38;234.234;44.126;24.269;28.420;24.807;
13:21:38;234.75;46.254;24.276;29.831;24.803;
13:21:39;235.25;45.181;24.276;29.778;24.803;
13:21:39;235.765;45.191;24.273;28.964;24.803;
13:21:40;236.265;47.996;24.273;31.188;24.803;
13:21:40;236.765;47.465;24.273;30.230;24.798;
13:21:41;237.281;46.905;24.273;31.177;24.798;
13:21:41;237.781;43.985;24.273;29.031;24.798;
13:21:42;238.297;45.486;24.273;28.812;24.798;
13:21:42;238.797;44.962;24.276;28.786;24.799;
13:21:43;239.312;46.984;24.276;30.222;24.799;
13:21:43;239.812;46.034;24.269;29.229;24.794;
13:21:44;240.312;45.755;24.269;30.147;24.794;
13:21:44;240.828;43.446;24.269;28.694;24.794;
13:21:45;241.328;44.432;24.269;28.591;24.794;
13:21:45;241.843;45.959;24.276;30.007;24.793;
13:21:46;242.343;45.807;24.276;29.867;24.793;
13:21:46;242.859;44.790;24.264;28.584;24.787;
13:21:47;243.359;45.531;24.264;30.232;24.787;
13:21:47;243.875;43.675;24.264;28.481;24.787;
13:21:48;244.375;46.148;24.264;29.859;24.787;
13:21:48;244.89;45.973;24.268;29.142;24.789;
13:21:49;245.39;45.722;24.268;28.844;24.789;
13:21:49;245.89;45.424;24.252;30.007;24.784;
13:21:50;246.406;46.138;24.252;29.958;24.784;
13:21:50;246.906;43.990;24.259;28.014;24.785;
13:21:51;247.422;45.023;24.259;28.683;24.785;
13:21:51;247.922;45.239;24.259;29.728;24.785;
13:21:52;248.437;47.012;24.259;29.700;24.785;
13:21:52;248.937;46.125;24.246;29.350;24.784;
13:21:53;249.453;45.930;24.246;29.012;24.784;
13:21:53;249.953;46.723;24.253;29.584;24.783;
13:21:54;250.468;46.369;24.253;30.226;24.783;
13:21:54;250.968;46.468;24.253;29.966;24.783;
13:21:55;251.484;45.973;24.253;29.982;24.783;
13:21:55;251.984;45.368;24.239;29.749;24.782;
13:21:56;252.5;44.894;24.239;28.351;24.782;
13:21:56;253;46.243;24.244;30.012;24.781;
13:21:57;253.515;46.924;24.244;29.316;24.781;
13:21:57;254.015;47.211;24.231;30.030;24.780;
13:21:58;254.531;46.515;24.231;29.751;24.780;
13:21:58;255.031;45.911;24.231;29.124;24.780;
13:21:59;255.547;46.129;24.231;30.349;24.780;
13:21:59;256.047;46.559;24.236;29.942;24.780;
13:22:00;256.562;46.542;24.236;30.661;24.780;
13:22:00;257.062;48.031;24.222;30.969;24.777;
13:22:01;257.562;47.315;24.222;31.276;24.777;
13:22:01;258.078;47.212;24.222;29.817;24.777;
13:22:02;258.578;47.850;24.222;31.183;24.777;
13:22:02;259.078;46.004;24.222;29.402;24.777;
13:22:03;259.593;47.191;24.228;29.622;24.777;
