sep=;
Time of day;Time (s);LabSmith_4AM01:  1:P23037 (kPa); 1:Comp. Temp (C); 2:P23038 (kPa); 2:Comp. Temp (C);
13:17:40;1359.11;35.909;20.321;23.931;21.480;
13:17:41;1360.11;38.301;20.321;25.586;21.480;
13:17:42;1361.13;37.009;20.323;24.996;21.482;
13:17:43;1362.13;35.544;20.323;23.880;21.482;
13:17:44;1363.13;34.574;20.323;24.077;21.482;
13:17:45;1364.14;38.607;20.326;25.797;21.486;
13:17:46;1365.16;37.665;20.326;25.426;21.486;
13:17:47;1366.16;35.721;20.324;24.776;21.486;
13:17:48;1367.17;36.667;20.324;24.118;21.490;
13:17:49;1368.19;37.470;20.324;25.648;21.490;
13:17:50;1369.2;36.578;20.324;24.442;21.491;
13:17:51;1370.22;35.244;20.324;24.188;21.493;
13:17:52;1371.22;37.636;20.324;25.006;21.493;
13:17:53;1372.22;35.950;20.326;24.846;21.495;
13:17:54;1373.24;38.574;20.326;25.716;21.496;
13:17:55;1374.25;37.932;20.330;25.133;21.499;
13:17:56;1375.27;36.568;20.330;24.012;21.499;
13:17:57;1376.28;37.170;20.329;25.755;21.500;
13:17:58;1377.3;35.764;20.331;24.378;21.504;
13:17:59;1378.3;35.956;20.331;23.841;21.504;
13:18:00;1379.3;34.307;20.331;23.401;21.505;
13:18:01;1380.31;38.576;20.332;25.605;21.507;
13:18:02;1381.33;35.496;20.333;24.430;21.508;
13:18:03;1382.34;34.282;20.333;23.813;21.508;
13:18:04;1383.34;37.311;20.332;24.944;21.508;
13:18:05;1384.36;33.542;20.334;24.311;21.509;
13:18:06;1385.38;38.552;20.334;25.056;21.509;
13:18:07;1386.38;36.150;20.332;25.221;21.509;
13:18:08;1387.39;35.407;20.333;24.456;21.511;
13:18:09;1388.41;35.299;20.333;24.008;21.511;
13:18:10;1389.41;37.267;20.333;25.183;21.511;
13:18:11;1390.42;37.095;20.336;25.002;21.514;
13:18:12;1391.44;36.204;20.335;24.470;21.514;
13:18:13;1392.44;34.947;20.335;24.183;21.514;
13:18:14;1393.45;38.279;20.337;25.517;21.517;
13:18:15;1394.47;35.139;20.336;24.020;21.517;
13:18:16;1395.47;35.984;20.336;25.040;21.520;
13:18:17;1396.49;35.307;20.336;24.586;21.520;
13:18:18;1397.5;37.602;20.335;25.710;21.520;
13:18:19;1398.5;36.944;20.335;25.204;21.521;
13:18:20;1399.52;35.345;20.335;24.602;21.521;
13:18:21;1400.53;36.921;20.335;25.243;21.521;
13:18:22;1401.55;37.490;20.336;25.267;21.521;
13:18:23;1402.55;35.255;20.336;23.754;21.521;
13:18:24;1403.55;34.743;20.336;24.068;21.521;
13:18:26;1404.56;36.345;20.336;25.420;21.520;
13:18:27;1405.58;37.799;20.337;24.560;21.521;
13:18:28;1406.58;37.085;20.337;25.655;21.521;
13:18:29;1407.59;36.316;20.336;24.908;21.521;
13:18:30;1408.59;34.291;20.337;23.989;21.522;
13:18:31;1409.61;38.515;20.337;25.547;21.522;
13:18:32;1410.63;36.269;20.336;24.253;21.520;
13:18:33;1411.63;35.685;20.336;24.178;21.520;
13:18:34;1412.63;37.030;20.338;24.598;21.520;
13:18:35;1413.64;35.523;20.337;24.444;21.517;
13:18:36;1414.64;36.789;20.337;25.264;21.517;
13:18:37;1415.64;35.306;20.340;24.652;21.518;
13:18:38;1416.66;35.339;20.338;24.706;21.518;
13:18:39;1417.67;36.101;20.340;23.842;21.519;
13:18:40;1418.69;37.289;20.340;25.322;21.519;
13:18:41;1419.69;37.232;20.339;25.004;21.518;
13:18:42;1420.7;36.323;20.340;24.380;21.518;
13:18:43;1421.72;34.515;20.340;23.514;21.518;
13:18:44;1422.72;37.782;20.340;25.159;21.517;
13:18:45;1423.74;37.222;20.341;24.977;21.517;
13:18:46;1424.75;34.085;20.342;23.964;21.517;
13:18:47;1425.75;37.289;20.342;24.273;21.517;
13:18:48;1426.77;36.728;20.342;24.986;21.518;
13:18:49;1427.77;37.090;20.344;24.278;21.518;
13:18:50;1428.78;37.203;20.344;24.546;21.518;
13:18:51;1429.8;37.819;20.344;25.295;21.517;
13:18:52;1430.8;35.802;20.346;24.547;21.516;
13:18:53;1431.8;35.621;20.345;24.231;21.514;
13:18:54;1432.81;34.973;20.345;23.600;21.514;
13:18:55;1433.81;35.009;20.347;24.154;21.514;
13:18:56;1434.83;37.210;20.346;25.170;21.512;
13:18:57;1435.84;38.803;20.346;25.043;21.512;
13:18:58;1436.86;37.090;20.348;25.080;21.513;
13:18:59;1437.86;35.714;20.345;24.772;21.512;
13:19:00;1438.86;36.879;20.345;24.209;21.512;
13:19:01;1439.88;38.486;20.347;25.606;21.513;
13:19:02;1440.89;36.885;20.345;24.694;21.511;
13:19:03;1441.91;35.887;20.346;24.217;21.512;
13:19:04;1442.91;38.042;20.346;25.247;21.512;
13:19:05;1443.91;35.779;20.344;24.057;21.510;
13:19:06;1444.92;35.001;20.346;24.146;21.510;
13:19:07;1445.92;34.563;20.346;23.576;21.510;
13:19:08;1446.94;34.147;20.344;23.303;21.509;
13:19:09;1447.95;35.989;20.347;25.065;21.509;
13:19:10;1448.95;36.157;20.345;24.921;21.508;
13:19:11;1449.97;36.154;20.345;24.566;21.508;
13:19:12;1450.99;35.871;20.346;23.885;21.508;
13:19:13;1451.99;37.141;20.346;25.111;21.506;
13:19:14;1453;37.550;20.346;24.924;21.506;
13:19:15;1454.02;36.389;20.346;24.426;21.506;
13:19:16;1455.02;36.102;20.346;23.788;21.506;
13:19:17;1456.03;37.544;20.347;25.592;21.506;
13:19:18;1457.05;35.549;20.346;24.620;21.506;
13:19:19;1458.05;34.811;20.346;24.219;21.506;
13:19:20;1459.06;35.220;20.348;23.498;21.508;
13:19:21;1460.08;37.774;20.346;25.038;21.506;
13:19:22;1461.08;34.446;20.346;23.816;21.506;
13:19:23;1462.09;33.311;20.349;23.028;21.507;
13:19:24;1463.11;33.228;20.348;22.911;21.505;
13:19:25;1464.11;36.374;20.351;24.546;21.506;
13:19:26;1465.13;35.886;20.351;24.546;21.506;
13:19:27;1466.13;35.087;20.349;24.275;21.505;
13:19:28;1467.14;33.238;20.351;23.425;21.506;
13:19:29;1468.16;35.571;20.351;23.347;21.506;
13:19:30;1469.16;36.380;20.350;25.269;21.506;
13:19:31;1470.17;36.312;20.351;24.264;21.507;
13:19:32;1471.19;36.381;20.350;24.330;21.507;
13:19:33;1472.2;34.566;20.350;23.328;21.507;
13:19:34;1473.22;37.808;20.350;25.135;21.507;
13:19:35;1474.22;33.344;20.351;23.010;21.507;
13:19:36;1475.24;36.755;20.351;23.842;21.507;
13:19:37;1476.24;35.833;20.349;24.388;21.507;
13:19:38;1477.25;35.562;20.350;23.690;21.508;
13:19:39;1478.25;32.924;20.348;23.167;21.507;
13:19:40;1479.27;34.165;20.348;22.882;21.507;
13:19:41;1480.27;34.568;20.350;23.792;21.509;
13:19:42;1481.27;37.446;20.349;24.873;21.509;
13:19:43;1482.28;35.391;20.349;23.626;21.509;
13:19:44;1483.3;34.747;20.350;23.296;21.511;
13:19:45;1484.3;34.509;20.349;23.498;21.510;
13:19:46;1485.31;36.379;20.350;25.058;21.512;
13:19:47;1486.33;35.897;20.350;24.169;21.512;
13:19:48;1487.33;34.626;20.348;22.790;21.513;
13:19:49;1488.33;34.173;20.350;22.638;21.515;
13:19:50;1489.34;35.280;20.350;24.553;21.515;
13:19:51;1490.34;36.150;20.349;24.377;21.515;
13:19:52;1491.36;35.797;20.351;24.095;21.517;
13:19:53;1492.36;34.557;20.351;23.152;21.518;
13:19:54;1493.36;33.156;20.351;22.678;21.518;
13:19:55;1494.38;34.893;20.351;24.196;21.518;
13:19:56;1495.39;32.433;20.352;22.261;21.519;
13:19:57;1496.41;34.755;20.351;22.726;21.519;
13:19:58;1497.41;33.743;20.351;23.149;21.519;
13:19:59;1498.41;37.217;20.352;24.449;21.520;
13:20:00;1499.42;37.003;20.351;24.106;21.519;
13:20:01;1500.42;36.362;20.351;24.327;21.519;
13:20:02;1501.44;35.897;20.353;24.207;21.519;
13:20:03;1502.45;36.259;20.352;24.524;21.517;
13:20:04;1503.47;36.727;20.355;24.615;21.518;
13:20:05;1504.49;37.142;20.355;25.240;21.518;
13:20:06;1505.49;34.178;20.353;23.453;21.517;
13:20:07;1506.5;38.138;20.355;24.658;21.517;
13:20:08;1507.52;35.551;20.355;24.778;21.517;
13:20:09;1508.53;36.396;20.353;24.655;21.516;
13:20:10;1509.53;35.031;20.355;23.811;21.517;
13:20:11;1510.53;38.300;20.353;25.415;21.516;
13:20:12;1511.55;35.159;20.353;24.327;21.516;
13:20:13;1512.56;36.370;20.355;24.862;21.517;
13:20:15;1513.58;38.084;20.354;25.187;21.517;
13:20:16;1514.58;39.136;20.354;25.090;21.517;
13:20:17;1515.58;38.210;20.356;24.488;21.518;
13:20:18;1516.59;36.646;20.355;25.156;21.518;
13:20:19;1517.61;36.784;20.355;25.283;21.518;
13:20:20;1518.61;37.029;20.357;24.119;21.519;
13:20:21;1519.63;36.154;20.356;24.804;21.520;
13:20:22;1520.64;36.838;20.357;24.825;21.520;
13:20:23;1521.66;34.941;20.357;23.896;21.520;
13:20:24;1522.66;37.957;20.357;25.097;21.520;
13:20:25;1523.67;37.739;20.358;25.166;21.522;
13:20:26;1524.69;34.772;20.357;24.028;21.521;
13:20:27;1525.69;34.072;20.357;23.923;21.521;
13:20:28;1526.7;35.717;20.360;23.611;21.523;
13:20:29;1527.72;36.184;20.359;25.132;21.522;
13:20:30;1528.74;36.782;20.359;24.838;21.522;
13:20:31;1529.74;35.894;20.363;24.208;21.525;
13:20:32;1530.75;34.558;20.362;23.821;21.526;
13:20:33;1531.77;36.780;20.366;24.973;21.531;
13:20:34;1532.78;36.868;20.366;24.780;21.531;
13:20:35;1533.78;35.569;20.367;24.065;21.533;
13:20:36;1534.8;37.685;20.371;24.650;21.537;
13:20:37;1535.8;36.496;20.371;25.111;21.537;
13:20:38;1536.81;37.741;20.372;24.686;21.541;
13:20:39;1537.83;36.292;20.375;23.608;21.546;
13:20:40;1538.84;34.617;20.375;23.369;21.546;
13:20:41;1539.86;36.922;20.378;24.794;21.549;
13:20:42;1540.88;36.526;20.380;24.595;21.551;
13:20:43;1541.88;34.983;20.385;24.133;21.554;
13:20:44;1542.88;36.436;20.385;24.703;21.554;
13:20:45;1543.88;36.632;20.387;24.479;21.556;
13:20:46;1544.88;37.770;20.393;24.986;21.560;
13:20:47;1545.88;34.941;20.393;24.005;21.560;
13:20:48;1546.89;35.167;20.393;23.503;21.561;
13:20:49;1547.91;37.089;20.396;24.475;21.564;
13:20:50;1548.91;34.731;20.396;24.217;21.564;
13:20:51;1549.91;34.742;20.399;24.045;21.564;
13:20:52;1550.92;36.462;20.400;24.782;21.565;
13:20:53;1551.94;37.286;20.404;24.966;21.566;
13:20:54;1552.95;35.483;20.404;24.417;21.566;
13:20:55;1553.97;35.865;20.405;24.450;21.566;
13:20:56;1554.97;34.556;20.411;23.009;21.568;
13:20:57;1555.97;35.927;20.411;24.012;21.568;
13:20:58;1556.99;36.715;20.411;25.285;21.568;
13:20:59;1558;36.532;20.412;24.632;21.569;
13:21:00;1559;35.836;20.417;24.267;21.571;
13:21:01;1560;33.746;20.417;23.286;21.572;
13:21:02;1561.02;37.897;20.417;25.143;21.572;
13:21:03;1562.03;37.398;20.419;24.687;21.574;
13:21:04;1563.05;35.494;20.420;24.034;21.575;
13:21:05;1564.06;34.012;20.420;23.369;21.575;
13:21:06;1565.06;37.123;20.422;25.312;21.577;
13:21:07;1566.08;37.175;20.427;24.199;21.578;
13:21:08;1567.08;35.665;20.432;23.579;21.579;
13:21:09;1568.08;36.418;20.432;24.109;21.579;
13:21:10;1569.09;34.706;20.440;23.997;21.581;
13:21:11;1570.11;36.327;20.444;25.068;21.581;
13:21:12;1571.13;37.786;20.444;24.859;21.581;
13:21:13;1572.13;35.239;20.451;23.667;21.582;
13:21:14;1573.14;38.672;20.454;25.492;21.580;
13:21:15;1574.16;35.778;20.454;24.460;21.580;
13:21:16;1575.17;35.912;20.460;23.606;21.580;
13:21:17;1576.17;35.917;20.462;24.515;21.579;
13:21:18;1577.19;38.761;20.466;25.038;21.580;
13:21:19;1578.19;37.608;20.466;25.218;21.580;
13:21:20;1579.19;34.217;20.467;23.867;21.580;
13:21:21;1580.19;35.632;20.471;24.492;21.582;
13:21:22;1581.2;35.950;20.471;24.373;21.582;
13:21:23;1582.2;39.333;20.472;25.903;21.581;
13:21:24;1583.22;37.624;20.477;25.321;21.583;
13:21:25;1584.24;35.688;20.479;23.995;21.582;
13:21:26;1585.24;37.305;20.479;25.713;21.582;
13:21:27;1586.24;35.827;20.483;24.266;21.584;
13:21:28;1587.25;34.340;20.484;23.385;21.584;
13:21:29;1588.27;36.070;20.484;23.371;21.584;
13:21:30;1589.27;37.189;20.487;25.355;21.585;
13:21:31;1590.28;35.242;20.487;24.272;21.585;
13:21:32;1591.3;36.152;20.487;24.522;21.585;
13:21:33;1592.31;33.611;20.490;23.327;21.586;
13:21:34;1593.31;37.084;20.489;24.852;21.585;
13:21:35;1594.33;37.236;20.492;25.137;21.586;
13:21:36;1595.33;35.744;20.492;23.769;21.586;
13:21:37;1596.34;33.865;20.491;23.554;21.585;
13:21:38;1597.36;36.743;20.493;25.161;21.587;
13:21:39;1598.38;37.049;20.493;24.376;21.587;
13:21:40;1599.39;37.410;20.493;24.138;21.586;
13:21:41;1600.41;36.734;20.495;24.700;21.587;
13:21:42;1601.41;36.465;20.494;23.975;21.586;
13:21:43;1602.42;34.587;20.494;23.839;21.586;
13:21:44;1603.44;37.362;20.496;24.962;21.587;
13:21:45;1604.45;36.114;20.496;24.141;21.586;
13:21:46;1605.45;34.513;20.496;23.552;21.586;
13:21:47;1606.47;37.364;20.497;24.172;21.586;
13:21:48;1607.47;35.853;20.498;23.526;21.587;
13:21:49;1608.49;33.704;20.498;22.896;21.587;
13:21:50;1609.49;37.005;20.498;23.749;21.586;
13:21:51;1610.5;36.950;20.499;24.861;21.586;
13:21:52;1611.5;34.637;20.499;23.232;21.584;
13:21:53;1612.52;35.151;20.499;23.675;21.584;
13:21:54;1613.53;33.269;20.500;22.624;21.583;
13:21:55;1614.55;36.661;20.499;24.557;21.582;
13:21:56;1615.55;35.735;20.499;24.487;21.582;
13:21:57;1616.56;35.076;20.500;24.054;21.583;
13:21:59;1617.58;33.310;20.498;23.258;21.583;
13:22:00;1618.59;36.319;20.499;23.785;21.584;
13:22:01;1619.59;35.956;20.499;24.819;21.584;
13:22:02;1620.61;36.127;20.497;24.262;21.584;
13:22:03;1621.61;35.470;20.497;23.924;21.585;
13:22:04;1622.61;34.737;20.497;23.708;21.585;
13:22:05;1623.63;35.013;20.497;23.531;21.585;
13:22:06;1624.64;34.721;20.495;23.531;21.584;
13:22:07;1625.64;34.055;20.496;23.277;21.586;
13:22:08;1626.66;35.756;20.493;23.156;21.585;
13:22:09;1627.66;36.029;20.493;24.149;21.585;
13:22:10;1628.66;35.349;20.495;23.947;21.587;
13:22:11;1629.67;35.678;20.493;23.261;21.586;
13:22:12;1630.69;35.787;20.493;24.052;21.586;
13:22:13;1631.69;33.989;20.495;22.822;21.587;
13:22:14;1632.7;33.751;20.493;23.305;21.586;
13:22:15;1633.7;32.473;20.493;22.132;21.586;
13:22:16;1634.7;35.785;20.495;23.989;21.587;
13:22:17;1635.7;33.724;20.493;23.039;21.587;
13:22:18;1636.72;36.389;20.493;23.662;21.587;
13:22:19;1637.74;31.686;20.493;22.243;21.587;
13:22:20;1638.74;33.990;20.491;22.495;21.585;
13:22:21;1639.75;34.418;20.492;24.612;21.584;
13:22:22;1640.75;36.276;20.492;24.212;21.584;
13:22:23;1641.77;33.315;20.489;22.957;21.581;
13:22:24;1642.78;35.016;20.491;23.763;21.581;
13:22:25;1643.78;36.027;20.491;23.838;21.581;
13:22:26;1644.8;33.453;20.488;22.946;21.581;
13:22:27;1645.8;32.292;20.490;22.777;21.582;
13:22:28;1646.81;32.769;20.487;23.055;21.583;
13:22:29;1647.81;35.157;20.487;23.948;21.583;
13:22:30;1648.83;35.181;20.490;23.709;21.585;
13:22:31;1649.84;35.983;20.488;23.785;21.584;
13:22:32;1650.84;34.906;20.488;23.254;21.584;
13:22:33;1651.84;35.645;20.490;23.665;21.584;
13:22:34;1652.86;33.474;20.488;22.553;21.581;
13:22:35;1653.86;33.329;20.488;22.800;21.581;
13:22:36;1654.88;33.593;20.490;22.327;21.581;
13:22:37;1655.89;34.832;20.488;22.793;21.580;
13:22:38;1656.91;35.686;20.490;24.296;21.582;
13:22:39;1657.91;34.920;20.490;23.936;21.582;
13:22:40;1658.92;33.666;20.489;23.654;21.582;
13:22:41;1659.94;35.970;20.490;24.035;21.584;
13:22:42;1660.95;33.718;20.490;23.149;21.584;
13:22:43;1661.97;34.241;20.489;23.325;21.583;
13:22:44;1662.99;32.891;20.491;22.624;21.584;
13:22:45;1663.99;36.609;20.490;24.034;21.584;
13:22:46;1664.99;34.742;20.490;22.679;21.584;
13:22:47;1666;33.931;20.490;22.661;21.585;
13:22:48;1667;32.263;20.490;22.178;21.586;
13:22:49;1668;35.802;20.490;23.153;21.586;
13:22:50;1669.02;35.203;20.489;23.325;21.587;
13:22:51;1670.02;35.469;20.489;23.894;21.587;
13:22:52;1671.03;33.581;20.488;23.385;21.587;
13:22:53;1672.05;36.230;20.488;23.939;21.587;
13:22:54;1673.05;35.002;20.489;23.609;21.586;
13:22:55;1674.06;34.186;20.488;22.790;21.584;
13:22:56;1675.06;32.897;20.488;22.954;21.584;
13:22:57;1676.08;33.767;20.492;22.702;21.585;
13:22:58;1677.09;32.718;20.491;22.572;21.585;
13:22:59;1678.11;36.638;20.491;23.280;21.585;
13:23:00;1679.11;35.991;20.493;23.667;21.587;
13:23:01;1680.13;34.518;20.492;23.594;21.587;
13:23:02;1681.14;34.694;20.493;23.645;21.589;
13:23:03;1682.14;35.526;20.493;23.639;21.589;
13:23:04;1683.14;35.343;20.492;23.731;21.589;
13:23:05;1684.16;36.123;20.491;24.006;21.590;
13:23:06;1685.17;33.221;20.491;22.871;21.590;
13:23:07;1686.19;34.987;20.491;22.885;21.590;
13:23:08;1687.2;36.720;20.489;23.592;21.591;
13:23:09;1688.2;32.811;20.489;23.279;21.591;
13:23:10;1689.2;33.306;20.490;22.752;21.592;
13:23:11;1690.22;32.990;20.490;22.644;21.592;
13:23:12;1691.22;33.755;20.488;23.165;21.591;
13:23:13;1692.24;33.670;20.492;23.159;21.594;
13:23:14;1693.25;33.856;20.492;23.002;21.594;
13:23:15;1694.27;34.309;20.490;23.422;21.594;
13:23:16;1695.28;34.696;20.491;24.049;21.596;
13:23:17;1696.28;35.159;20.490;23.536;21.597;
13:23:18;1697.3;33.657;20.490;22.962;21.597;
13:23:19;1698.3;33.426;20.490;23.110;21.600;
13:23:20;1699.3;34.378;20.490;22.830;21.601;
13:23:21;1700.3;36.913;20.490;24.223;21.601;
13:23:22;1701.31;33.975;20.489;23.390;21.602;
13:23:23;1702.33;33.068;20.490;22.849;21.603;
13:23:24;1703.34;32.694;20.489;22.186;21.603;
13:23:25;1704.34;34.228;20.489;23.783;21.603;
13:23:26;1705.36;34.887;20.490;23.973;21.604;
13:23:27;1706.36;33.820;20.490;23.483;21.605;
13:23:28;1707.38;34.157;20.490;22.838;21.605;
13:23:29;1708.39;34.986;20.494;24.161;21.608;
13:23:30;1709.39;35.305;20.493;23.252;21.609;
13:23:31;1710.41;33.986;20.493;22.727;21.609;
13:23:32;1711.41;33.478;20.496;23.143;21.612;
13:23:33;1712.42;35.017;20.496;23.668;21.613;
13:23:34;1713.44;36.897;20.496;24.383;21.616;
13:23:35;1714.44;36.205;20.496;23.820;21.616;
13:23:36;1715.45;34.238;20.497;23.662;21.619;
13:23:37;1716.47;34.046;20.496;23.642;21.621;
13:23:38;1717.47;32.762;20.496;23.283;21.621;
13:23:39;1718.49;33.485;20.500;22.834;21.624;
13:23:40;1719.5;34.476;20.500;23.276;21.626;
13:23:41;1720.52;34.926;20.502;23.604;21.630;
13:23:42;1721.52;36.755;20.502;24.384;21.630;
13:23:43;1722.53;36.532;20.503;24.215;21.632;
13:23:44;1723.55;35.684;20.504;23.602;21.633;
13:23:45;1724.56;35.558;20.504;23.694;21.633;
13:23:47;1725.56;34.555;20.509;23.004;21.636;
13:23:48;1726.58;34.970;20.509;23.063;21.640;
13:23:49;1727.59;33.803;20.509;22.378;21.640;
13:23:50;1728.59;33.163;20.512;22.343;21.645;
13:23:51;1729.59;35.944;20.515;24.294;21.649;
13:23:52;1730.61;36.790;20.516;24.493;21.652;
13:23:53;1731.63;31.943;20.516;21.733;21.652;
13:23:54;1732.63;32.038;20.522;22.083;21.658;
13:23:55;1733.63;35.353;20.524;23.645;21.660;
13:23:56;1734.64;33.530;20.524;23.091;21.660;
13:23:57;1735.66;33.422;20.526;22.873;21.664;
13:23:58;1736.67;33.589;20.529;23.115;21.668;
13:23:59;1737.67;34.029;20.529;22.707;21.668;
13:24:00;1738.69;35.694;20.531;24.523;21.671;
13:24:01;1739.69;35.199;20.534;23.347;21.675;
13:24:02;1740.7;31.935;20.535;21.764;21.678;
13:24:03;1741.7;33.039;20.535;22.930;21.678;
13:24:04;1742.7;36.745;20.534;24.516;21.679;
13:24:05;1743.7;35.813;20.538;23.873;21.682;
13:24:06;1744.72;32.525;20.538;22.309;21.682;
13:24:07;1745.74;35.617;20.537;23.582;21.684;
13:24:08;1746.75;34.074;20.538;23.523;21.686;
13:24:09;1747.77;33.185;20.539;22.980;21.687;
13:24:10;1748.77;34.155;20.539;23.315;21.687;
13:24:11;1749.77;33.050;20.540;22.817;21.687;
13:24:12;1750.78;35.002;20.542;23.813;21.690;
13:24:13;1751.8;35.570;20.542;23.973;21.690;
13:24:14;1752.8;32.167;20.542;22.212;21.690;
13:24:15;1753.81;32.608;20.541;22.278;21.691;
13:24:16;1754.83;35.416;20.541;24.069;21.691;
13:24:17;1755.83;34.437;20.546;23.877;21.694;
13:24:18;1756.84;32.600;20.546;22.040;21.694;
13:24:19;1757.86;33.125;20.545;22.148;21.696;
13:24:20;1758.86;34.949;20.545;24.141;21.699;
13:24:21;1759.88;35.206;20.545;23.360;21.699;
13:24:22;1760.89;33.762;20.547;22.602;21.700;
13:24:23;1761.89;33.070;20.547;22.935;21.700;
13:24:24;1762.89;36.901;20.549;24.614;21.702;
13:24:25;1763.89;37.563;20.549;24.924;21.702;
13:24:26;1764.91;36.240;20.549;23.684;21.702;
13:24:27;1765.91;35.631;20.549;23.411;21.701;
13:24:28;1766.92;33.978;20.549;23.599;21.701;
13:24:29;1767.92;37.188;20.552;24.911;21.704;
13:24:30;1768.94;36.169;20.551;24.256;21.703;
13:24:31;1769.94;34.381;20.551;23.618;21.703;
13:24:32;1770.95;35.946;20.549;24.202;21.701;
13:24:33;1771.97;35.997;20.553;24.345;21.702;
13:24:34;1772.99;33.137;20.551;22.655;21.702;
13:24:35;1773.99;32.516;20.551;21.898;21.702;
13:24:36;1774.99;34.527;20.551;24.237;21.702;
13:24:37;1776;35.287;20.551;23.272;21.702;
13:24:38;1777.02;33.123;20.551;22.907;21.703;
13:24:39;1778.03;34.404;20.551;23.214;21.703;
13:24:40;1779.05;34.028;20.552;22.864;21.705;
13:24:41;1780.06;37.316;20.551;24.700;21.705;
13:24:42;1781.06;35.300;20.551;23.706;21.705;
13:24:43;1782.08;34.121;20.551;23.322;21.704;
13:24:44;1783.08;35.786;20.552;23.724;21.706;
13:24:45;1784.08;35.081;20.552;23.801;21.706;
13:24:46;1785.09;36.724;20.551;23.985;21.705;
13:24:47;1786.11;34.451;20.550;22.468;21.705;
13:24:48;1787.13;35.854;20.553;23.319;21.708;
13:24:49;1788.13;35.421;20.553;24.522;21.708;
13:24:50;1789.14;34.353;20.552;23.255;21.708;
13:24:51;1790.14;35.579;20.551;24.004;21.707;
13:24:52;1791.16;33.621;20.551;22.357;21.707;
13:24:53;1792.17;33.688;20.554;22.932;21.709;
13:24:54;1793.17;36.409;20.553;24.472;21.710;
13:24:55;1794.19;34.035;20.551;22.846;21.710;
13:24:56;1795.19;33.318;20.551;23.204;21.710;
13:24:57;1796.2;35.771;20.554;23.264;21.712;
13:24:58;1797.22;35.826;20.553;24.629;21.714;
13:24:59;1798.24;35.639;20.553;23.874;21.714;
13:25:00;1799.24;35.626;20.550;23.349;21.715;
13:25:01;1800.25;36.061;20.553;24.303;21.716;
13:25:02;1801.27;35.245;20.553;23.617;21.716;
13:25:03;1802.27;34.375;20.552;23.191;21.715;
13:25:04;1803.27;34.524;20.551;23.403;21.714;
13:25:05;1804.28;34.093;20.553;23.483;21.715;
13:25:06;1805.28;35.401;20.553;24.219;21.715;
13:25:07;1806.28;34.971;20.553;23.042;21.715;
13:25:08;1807.3;33.771;20.553;22.929;21.718;
13:25:09;1808.31;35.614;20.553;23.143;21.718;
13:25:10;1809.31;35.589;20.553;24.370;21.719;
13:25:11;1810.33;36.500;20.553;24.462;21.719;
13:25:12;1811.33;34.421;20.553;23.466;21.719;
13:25:13;1812.34;35.919;20.555;23.914;21.721;
13:25:14;1813.34;34.472;20.553;23.072;21.719;
13:25:15;1814.36;33.853;20.551;23.357;21.718;
13:25:16;1815.38;32.360;20.551;22.272;21.718;
13:25:17;1816.39;32.522;20.554;22.441;21.720;
13:25:18;1817.39;36.822;20.553;23.612;21.720;
13:25:19;1818.41;35.901;20.553;23.229;21.720;
13:25:20;1819.42;33.156;20.551;21.938;21.719;
13:25:21;1820.42;32.658;20.553;22.170;21.719;
13:25:22;1821.44;32.433;20.553;21.886;21.719;
13:25:23;1822.44;33.242;20.552;22.970;21.719;
13:25:24;1823.45;31.886;20.552;21.869;21.719;
13:25:25;1824.45;31.328;20.553;20.870;21.720;
13:25:26;1825.47;35.512;20.553;22.694;21.719;
13:25:27;1826.49;34.240;20.553;23.176;21.719;
13:25:28;1827.5;35.026;20.553;23.376;21.718;
13:25:29;1828.52;31.927;20.554;21.633;21.720;
13:25:30;1829.52;33.189;20.554;22.605;21.719;
13:25:31;1830.53;34.008;20.554;22.636;21.719;
13:25:32;1831.55;33.963;20.553;22.558;21.717;
13:25:33;1832.56;34.237;20.556;22.822;21.719;
13:25:35;1833.56;32.415;20.556;21.997;21.719;
13:25:36;1834.56;34.956;20.555;23.260;21.718;
13:25:37;1835.56;33.764;20.554;23.310;21.717;
13:25:38;1836.58;33.463;20.558;23.093;21.718;
13:25:39;1837.59;34.586;20.558;22.328;21.718;
13:25:40;1838.59;34.405;20.557;23.197;21.716;
13:25:41;1839.61;35.175;20.555;23.193;21.715;
13:25:42;1840.61;35.087;20.555;23.273;21.715;
13:25:43;1841.63;32.967;20.558;22.404;21.717;
13:25:44;1842.64;34.905;20.556;23.404;21.718;
13:25:45;1843.66;35.309;20.554;23.475;21.718;
13:25:46;1844.66;35.663;20.554;23.631;21.718;
13:25:47;1845.67;34.904;20.558;22.574;21.720;
13:25:48;1846.67;34.156;20.556;23.037;21.720;
13:25:49;1847.67;35.121;20.556;22.720;21.720;
13:25:50;1848.69;34.095;20.555;23.482;21.719;
13:25:51;1849.7;33.994;20.557;21.891;21.719;
13:25:52;1850.72;31.678;20.557;21.931;21.719;
13:25:53;1851.74;31.377;20.557;21.490;21.717;
13:25:54;1852.75;33.973;20.557;22.723;21.715;
13:25:55;1853.75;32.192;20.558;21.745;21.716;
13:25:56;1854.77;32.626;20.558;22.023;21.716;
13:25:57;1855.78;32.875;20.558;22.207;21.715;
13:25:58;1856.78;31.633;20.559;22.201;21.715;
13:25:59;1857.8;32.607;20.559;22.322;21.715;
13:26:00;1858.81;33.040;20.559;22.788;21.716;
13:26:01;1859.81;33.105;20.560;22.792;21.716;
